data数 : 104625
正解数 : 58697
('(色)', '(音楽)')のデータ数 : 225
('(観光)', '(音楽)')のデータ数 : 225
('(IT)', '(キャラ)')の正解数 : 104
('(IT)', '(スポーツ)')の正解数 : 220
('(IT)', '(ビジネス)')の正解数 : 65
('(IT)', '(ファッション)')の正解数 : 47
('(IT)', '(交通)')の正解数 : 184
('(IT)', '(人)')の正解数 : 114
('(IT)', '(人名)')の正解数 : 205
('(IT)', '(企業名)')の正解数 : 157
('(IT)', '(動植物)')の正解数 : 185
('(IT)', '(化学)')の正解数 : 208
('(IT)', '(医療)')の正解数 : 158
('(IT)', '(単位)')の正解数 : 140
('(IT)', '(商品)')の正解数 : 1
('(IT)', '(国名)')の正解数 : 222
('(IT)', '(地名)')の正解数 : 188
('(IT)', '(地形)')の正解数 : 177
('(IT)', '(娯楽)')の正解数 : 161
('(IT)', '(店)')の正解数 : 98
('(IT)', '(店名)')の正解数 : 172
('(IT)', '(建築)')の正解数 : 161
('(IT)', '(政治)')の正解数 : 205
('(IT)', '(教育)')の正解数 : 207
('(IT)', '(料理)')の正解数 : 179
('(IT)', '(時間)')の正解数 : 49
('(IT)', '(法律)')の正解数 : 99
('(IT)', '(組織名)')の正解数 : 82
('(IT)', '(美容)')の正解数 : 187
('(IT)', '(色)')の正解数 : 225
('(IT)', '(観光)')の正解数 : 169
('(IT)', '(音楽)')の正解数 : 202
('(キャラ)', '(スポーツ)')の正解数 : 64
('(キャラ)', '(ビジネス)')の正解数 : 111
('(キャラ)', '(ファッション)')の正解数 : 62
('(キャラ)', '(交通)')の正解数 : 116
('(キャラ)', '(人)')の正解数 : 47
('(キャラ)', '(人名)')の正解数 : 61
('(キャラ)', '(企業名)')の正解数 : 104
('(キャラ)', '(動植物)')の正解数 : 68
('(キャラ)', '(化学)')の正解数 : 141
('(キャラ)', '(医療)')の正解数 : 67
('(キャラ)', '(単位)')の正解数 : 129
('(キャラ)', '(商品)')の正解数 : 55
('(キャラ)', '(国名)')の正解数 : 109
('(キャラ)', '(地名)')の正解数 : 58
('(キャラ)', '(地形)')の正解数 : 115
('(キャラ)', '(娯楽)')の正解数 : 53
('(キャラ)', '(店)')の正解数 : 98
('(キャラ)', '(店名)')の正解数 : 86
('(キャラ)', '(建築)')の正解数 : 124
('(キャラ)', '(政治)')の正解数 : 163
('(キャラ)', '(教育)')の正解数 : 151
('(キャラ)', '(料理)')の正解数 : 60
('(キャラ)', '(時間)')の正解数 : 61
('(キャラ)', '(法律)')の正解数 : 124
('(キャラ)', '(組織名)')の正解数 : 59
('(キャラ)', '(美容)')の正解数 : 96
('(キャラ)', '(色)')の正解数 : 93
('(キャラ)', '(観光)')の正解数 : 99
('(キャラ)', '(音楽)')の正解数 : 86
('(スポーツ)', '(ビジネス)')の正解数 : 72
('(スポーツ)', '(ファッション)')の正解数 : 97
('(スポーツ)', '(交通)')の正解数 : 150
('(スポーツ)', '(人)')の正解数 : 77
('(スポーツ)', '(人名)')の正解数 : 207
('(スポーツ)', '(企業名)')の正解数 : 138
('(スポーツ)', '(動植物)')の正解数 : 181
('(スポーツ)', '(化学)')の正解数 : 208
('(スポーツ)', '(医療)')の正解数 : 97
('(スポーツ)', '(単位)')の正解数 : 191
('(スポーツ)', '(商品)')の正解数 : 89
('(スポーツ)', '(国名)')の正解数 : 224
('(スポーツ)', '(地名)')の正解数 : 175
('(スポーツ)', '(地形)')の正解数 : 148
('(スポーツ)', '(娯楽)')の正解数 : 211
('(スポーツ)', '(店)')の正解数 : 177
('(スポーツ)', '(店名)')の正解数 : 218
('(スポーツ)', '(建築)')の正解数 : 153
('(スポーツ)', '(政治)')の正解数 : 210
('(スポーツ)', '(教育)')の正解数 : 207
('(スポーツ)', '(料理)')の正解数 : 114
('(スポーツ)', '(時間)')の正解数 : 104
('(スポーツ)', '(法律)')の正解数 : 180
('(スポーツ)', '(組織名)')の正解数 : 30
('(スポーツ)', '(美容)')の正解数 : 204
('(スポーツ)', '(色)')の正解数 : 216
('(スポーツ)', '(観光)')の正解数 : 103
('(スポーツ)', '(音楽)')の正解数 : 190
('(ビジネス)', '(ファッション)')の正解数 : 46
('(ビジネス)', '(交通)')の正解数 : 105
('(ビジネス)', '(人)')の正解数 : 91
('(ビジネス)', '(人名)')の正解数 : 164
('(ビジネス)', '(企業名)')の正解数 : 7
('(ビジネス)', '(動植物)')の正解数 : 114
('(ビジネス)', '(化学)')の正解数 : 65
('(ビジネス)', '(医療)')の正解数 : 61
('(ビジネス)', '(単位)')の正解数 : 103
('(ビジネス)', '(商品)')の正解数 : 32
('(ビジネス)', '(国名)')の正解数 : 114
('(ビジネス)', '(地名)')の正解数 : 83
('(ビジネス)', '(地形)')の正解数 : 119
('(ビジネス)', '(娯楽)')の正解数 : 101
('(ビジネス)', '(店)')の正解数 : 28
('(ビジネス)', '(店名)')の正解数 : 71
('(ビジネス)', '(建築)')の正解数 : 81
('(ビジネス)', '(政治)')の正解数 : 3
('(ビジネス)', '(教育)')の正解数 : 78
('(ビジネス)', '(料理)')の正解数 : 104
('(ビジネス)', '(時間)')の正解数 : 59
('(ビジネス)', '(法律)')の正解数 : 26
('(ビジネス)', '(組織名)')の正解数 : 9
('(ビジネス)', '(美容)')の正解数 : 96
('(ビジネス)', '(色)')の正解数 : 138
('(ビジネス)', '(観光)')の正解数 : 72
('(ビジネス)', '(音楽)')の正解数 : 154
('(ファッション)', '(交通)')の正解数 : 56
('(ファッション)', '(人)')の正解数 : 57
('(ファッション)', '(人名)')の正解数 : 142
('(ファッション)', '(企業名)')の正解数 : 112
('(ファッション)', '(動植物)')の正解数 : 100
('(ファッション)', '(化学)')の正解数 : 142
('(ファッション)', '(医療)')の正解数 : 85
('(ファッション)', '(単位)')の正解数 : 137
('(ファッション)', '(商品)')の正解数 : 24
('(ファッション)', '(国名)')の正解数 : 133
('(ファッション)', '(地名)')の正解数 : 131
('(ファッション)', '(地形)')の正解数 : 79
('(ファッション)', '(娯楽)')の正解数 : 94
('(ファッション)', '(店)')の正解数 : 67
('(ファッション)', '(店名)')の正解数 : 136
('(ファッション)', '(建築)')の正解数 : 69
('(ファッション)', '(政治)')の正解数 : 176
('(ファッション)', '(教育)')の正解数 : 92
('(ファッション)', '(料理)')の正解数 : 57
('(ファッション)', '(時間)')の正解数 : 18
('(ファッション)', '(法律)')の正解数 : 111
('(ファッション)', '(組織名)')の正解数 : 54
('(ファッション)', '(美容)')の正解数 : 21
('(ファッション)', '(色)')の正解数 : 24
('(ファッション)', '(観光)')の正解数 : 134
('(ファッション)', '(音楽)')の正解数 : 111
('(交通)', '(人)')の正解数 : 109
('(交通)', '(人名)')の正解数 : 184
('(交通)', '(企業名)')の正解数 : 124
